,ID,Major_RGI_Region,Mountain_range_Region,Country,Glacier,RGI_Glacier_Area,Lake,Lake_type,Longitude,Latitude,River,Date,Date_Min,Date_Max,Mechanism,Mean_Flood_Volume_V0,Peak_discharge_Qp,Impact_and_destruction,reported_impacts,Further_comments,First_reference_found,Lake_area_before,Perimeter_before,Image_date_before,Satellite_before,Certainty_level_before,Lake_area_after,Perimeter_after,Image_date_after,Satellite_after,Certainty_level_after,Year
106,105.0,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,263.322,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,1966-01-01 00:00:00,,,tunneling and collapse,3800.0,15000.0,,unknown,unknown,1970.0,,,,unknown,0.0,,,,unknown,0.0,1966
107,106.0,Southern Andes,Patagonia,Chile,Colonia Glacier,287.961,Lago Arco,ice,-73.256578,-47.28773,Río Baker,1966-03-03 00:00:00,,,subglacial,,,,unknown,unknown,2010.0,,,,unknown,0.0,,,,unknown,0.0,1966
108,107.0,Southern Andes,Patagonia,Chile,Colonia Glacier,287.961,Lago Arco,ice,-73.256578,-47.28773,Río Baker,1967-01-07 00:00:00,,,subglacial,,,,unknown,unclear,2010.0,,,,unknown,0.0,,,,unknown,0.0,1967
109,108.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02225,,unknown,moraine,-77.33148113,-9.46051736,unknown,,,1970-01-01 00:00:00,breach,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
110,109.0,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,263.322,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,1970-01-01 00:00:00,,,tunneling and collapse,,,,unknown,unknown,1994.0,,,,unknown,0.0,,,,unknown,0.0,1970
111,110.0,Low Latitudes,Low-latitude Andes,Peru,Pucajirca,3.808,Safuna Alta,moraine,-77.618611,-8.84249999999999,unknown,1970-05-31 00:00:00,,,piping,4.0,,,unknown,partial drainage; earthquake triggered,1977.0,,,,unknown,0.0,,,,unknown,0.0,1970
112,111.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02300,0.935,Librón,bedrock,-77.4907199999999,-9.20659,unknown,1970-05-31 00:00:00,,,overtopping,,,,unknown,partial drainage; earthquake triggered,2020.0,,,,unknown,0.0,,,,unknown,0.0,1970
113,112.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02305,1.749,Unnamed (Q. Huichganga),moraine,-77.502778,-9.21944399999999,unknown,1970-05-31 00:00:00,,,overtopping,,,,unknown,partial drainage; earthquake triggered,1977.0,,,,unknown,0.0,,,,unknown,0.0,1970
114,113.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02364,4.77,Yanaraju,moraine,-77.4836109999999,-9.13388899999999,unknown,1970-05-31 00:00:00,,,overtopping,,,,unknown,partial drainage; earthquake triggered,1977.0,,,,unknown,0.0,,,,unknown,0.0,1970
115,114.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02358,2.743,Cancaracá,moraine,-77.5055559999999,-9.141944,unknown,1970-05-31 00:00:00,,,overtopping,,,,unknown,partial drainage; earthquake triggered,1977.0,,,,unknown,0.0,,,,unknown,0.0,1970
116,115.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02309,,unknown,moraine,-77.49923847,-9.20023784,unknown,1970-05-31 00:00:00,,,unknown,,,,unknown,partial drainage; trigger: earthquake,2021.0,,,,unknown,0.0,,,,unknown,0.0,1970
117,116.0,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,263.322,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,1972-01-01 00:00:00,,,tunneling and collapse,,,,unknown,unknown,1994.0,,,,unknown,0.0,,,,unknown,0.0,1972
118,117.0,Southern Andes,Patagonia,Chile,RGI60-17.09519,79.688,Hudson Volcano Caldera Lake,ice – volc,-72.92046,-45.90041,unknown,1973-01-01 00:00:00,,,unknown,,,,unknown,"volcanically induced (lake, located in the caldera, emptied due to the melting of ice caused by geothermal reactivation)",1993.0,,,,unknown,0.0,,,,unknown,0.0,1973
119,118.0,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,263.322,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,1975-01-01 00:00:00,,,tunneling and collapse,,,,unknown,unknown,1994.0,,,,unknown,0.0,,,,unknown,0.0,1975
120,119.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01870,0.618,W085,moraine/bedrock,-76.9415,-10.2968,unknown,,,,overtopping,,,,unknown,partial drainage,2020.0,,,,unknown,0.0,,,,unknown,0.0,
121,120.0,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,263.322,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,1977-01-01 00:00:00,,,tunneling and collapse,,,,unknown,unknown,1994.0,,,,unknown,0.0,,,,unknown,0.0,1977
122,121.0,Southern Andes,Patagonia,Chile,Engaño Glacier,2.534,Engaño Lake,moraine,-72.968102,-46.447497,Río Engaño,1977-03-11 00:00:00,,,unknown,12.5,10000.0,,unknown,unknown,2015.0,,,,unknown,0.0,,,,unknown,0.0,1977
123,122.0,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,263.322,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,1980-01-01 00:00:00,,,tunneling and collapse,,,,unknown,unknown,1994.0,,,,unknown,0.0,,,,unknown,0.0,1980
124,123.0,Southern Andes,C Andes,Chile,Gl. Cachapoal,19.191,unknown,ice,-70.08,-34.3699999999999,unknown,1981-01-17 00:00:00,,,unknown,,,"In 1981, eight floods, with their source in the Cachapoal Glacier were registered in 19 days temporarily interrupting the operation of a hydropower plant.",x,unknown,2013.0,,,,unknown,0.0,,,,unknown,0.0,1981
125,124.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01909,6.223,Sarapococha,moraine,-76.91354596,-10.31229598,unknown,1981-03-15 00:00:00,,,breach/overtopping,,,Roads and bridge damaged in Cajatambo area,x,partial drainage,2018.0,,,,unknown,0.0,,,,unknown,0.0,1981
126,125.0,Southern Andes,Patagonia,Chile,Gl. Dickson,307.59,Lago Dickson,ice,-73.0999999999999,-50.73,unknown,1982-01-18 00:00:00,,,Paine,220.0,360.0,interruption of terrestrial communications and concern about economic losses in local tourism industry,x,unknown,1983.0,,,,unknown,0.0,,,,unknown,0.0,1982
127,126.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02188,1.924,Milluacocha,moraine,-77.412339,-9.363814,unknown,1982-08-31 00:00:00,,,overtopping,,,,unknown,"partial drainage; triggers: calving and ice / ice rock avalanches, ice dam failures",1953.0,,,,unknown,0.0,,,,unknown,0.0,1982
128,127.0,Southern Andes,Patagonia,Argentina,Gl. Dickson,307.59,Lago Dickson,ice,-73.0999999999999,-50.73,unknown,1983-02-26 00:00:00,,,Paine,290.0,340.0,,unknown,unknown,1983.0,,,,unknown,0.0,,,,unknown,0.0,1983
129,128.0,Southern Andes,Patagonia,Argentina,Gl. Dickson,307.59,Lago Dickson,ice,-73.0999999999999,-50.73,unknown,1983-12-16 00:00:00,,,Paine,230.0,330.0,,unknown,unknown,1983.0,,,,unknown,0.0,,,,unknown,0.0,1983
130,129.0,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,263.322,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,1984-01-01 00:00:00,,,tunneling and collapse,,,,unknown,unknown,1994.0,,,,unknown,0.0,,,,unknown,0.0,1984
131,130.0,Low Latitudes,Low-latitude Andes,Bolivia,﻿RGI60-16.00667,,unknown,ice/moraine,-68.38853696,-15.94220587,unknown,,,1984-07-01 00:00:00,overtopping,,,,unknown,"partial drainage; triggers: calving and ice / ice rock avalanches, ice dam failures",2021.0,,,,unknown,0.0,,,,unknown,0.0,
132,131.0,Low Latitudes,Low-latitude Andes,Bolivia,﻿RGI60-16.00793,,unknown,combined,-69.07435727,-15.00775384,unknown,,,1984-09-17 00:00:00,unknown,,,,unknown,"partial drainage; triggers: calving and ice / ice rock avalanches, ice dam failures",2021.0,,,,unknown,0.0,,,,unknown,0.0,
133,132.0,Low Latitudes,Low-latitude Andes,Bolivia,﻿RGI60-16.00788,,unknown,moraine,-68.98354155,-15.00341703,unknown,,,1984-09-17 00:00:00,breach,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
134,133.0,Low Latitudes,Low-latitude Andes,Bolivia,﻿RGI60-16.00799,,unknown,bedrock,-69.12798988,-14.91398631,unknown,,,1984-09-17 00:00:00,overtopping,,,,unknown,"partial drainage; triggers: calving and ice / ice rock avalanches, ice dam failures",2021.0,,,,unknown,0.0,,,,unknown,0.0,
135,134.0,Low Latitudes,Low-latitude Andes,Bolivia,﻿RGI60-16.00877,,unknown,moraine,-69.16233242,-14.78918697,unknown,,,1984-09-17 00:00:00,breach,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
136,135.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.00289,,unknown,moraine,-72.58707009,-13.32931486,unknown,,,1984-01-01 00:00:00,breach,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
137,136.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.00244,,unknown,moraine,-72.5848202,-13.37955277,unknown,,,1984-01-01 00:00:00,overtopping,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
138,137.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.01963,,unknown,moraine,-77.25096555,-9.97958117,unknown,,,1984-01-01 00:00:00,breach,,,,unknown,complete drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
139,138.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02622,,unknown,moraine,-76.04308516,-11.9799029,unknown,,,1984-01-01 00:00:00,breach,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
140,139.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02051,,unknown,moraine,-75.06008543,-11.92269213,unknown,,,1984-01-01 00:00:00,breach,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
141,140.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.00337,,unknown,moraine,-72.81931363,-13.20579257,unknown,,,1984-01-01 00:00:00,breach,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
142,141.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.00912,,unknown,moraine,-69.24850355,-14.6306681,unknown,,,,breach,,,,unknown,partial drainage; triggers: extreme precipitation / snowmelt / flood from usptream ,2021.0,,,,unknown,0.0,,,,unknown,0.0,
143,142.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.00371,,unknown,bedrock,-71.9703049,-13.19998251,unknown,,,,overtopping,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
144,143.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02614,,unknown,moraine,-76.03174928,-11.92164758,unknown,,,,breach,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
145,144.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01899,5.304,W023,bedrock,-76.8742,-10.3646,unknown,,,,overtopping,,,,unknown,partial drainage,2020.0,,,,unknown,0.0,,,,unknown,0.0,
146,145.0,Low Latitudes,Low-latitude Andes,Peru,unknown,,W030,moraine,-76.9168,-10.203,unknown,,,,breach,,,,unknown,partial drainage,2020.0,,,,unknown,0.0,,,,unknown,0.0,
147,146.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02917,,unknown,moraine,-76.41182204,-11.4019148,unknown,,,,breach,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
148,147.0,Southern Andes,Patagonia,Chile,RGI60-17.04981,4.515,unknown,moraine,-73.900652,-49.816333,unknown,,1984-12-26 00:00:00,2001-03-12 00:00:00,breach,,,,unknown,unknown,2018.0,,,,unknown,0.0,,,,unknown,0.0,
149,148.0,Southern Andes,Patagonia,Chile,RGI60-17.08598,0.094,Estero El Pedregoso,moraine,-72.4166666666667,-46.4666666666666,unknown,,1985-01-01 00:00:00,1987-01-01 00:00:00,unknown,,,"The outburst produced a debris flow that stripped vegetation along a ~3.6km path. Event occurred far from populated areas, no damage reported. ",unknown,"Original lake surface of 0.12 km2reduced to 0.09 km2 . The outburst produced a debris flow that stripped vegetation along a ~3.6 km path. Event occurred far from populated areas, no damage reported.",2011.0,,,,unknown,0.0,,,,unknown,0.0,
150,149.0,Southern Andes,Patagonia,Chile,RGI60-17.09232,26.706,Monte Erasmo,moraine,-73.2333333333333,-46.1166666666667,unknown,,1985-01-01 00:00:00,2000-01-01 00:00:00,unknown,,,The outburst flood stripped vegetation patches along a ~6km path.,unknown,"The outburst flood stripped vegetation patches along a ~6 km path. However, the lake surface (0.65 km2 ) was not reduced significantly.",2011.0,,,,unknown,0.0,,,,unknown,0.0,
151,150.0,Southern Andes,C Andes,Argentina,Gl. Grande del Nevado del Plomo,10.921,unknown,ice,-69.98,-33.1199999999999,Plomo,1985-02-14 00:00:00,,,unknown,35.0,284.0,"In the 1985 event, no damages or casualties were reported.",unknown,unknown,1986.0,1681804.0,6968.0,1985-01-25,Landsat 5,2.0,0.0,0.0,,unknown,1.0,1985
152,151.0,Southern Andes,C Andes,Argentina,Gl. Grande del Nevado del Plomo,10.921,unknown,ice,-69.98,-33.1199999999999,Plomo,1985-02-22 00:00:00,,,unknown,21.0,277.0,"In the 1985 event, no damages or casualties were reported.",unknown,unknown,1986.0,,,,unknown,0.0,,,,unknown,0.0,1985
153,152.0,Southern Andes,C Andes,Argentina,Gl. Grande del Nevado del Plomo,10.921,unknown,ice,-69.98,-33.1199999999999,Plomo,1985-03-13 00:00:00,,,unknown,20.0,184.0,"In the 1985 event, no damages or casualties were reported.",unknown,unknown,1986.0,,,,unknown,0.0,,,,unknown,0.0,1985
154,153.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02716,,unknown,moraine,-75.46500383,-12.64374678,unknown,,,1985-01-01 00:00:00,breach,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
155,154.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02535,,unknown,moraine,-77.64378873,-8.85595156,unknown,,,1985-01-01 00:00:00,unknown,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
156,155.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.01969,,unknown,moraine,-77.24574832,-9.93816,unknown,,,1985-01-01 00:00:00,breach,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
157,156.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01917,1.84,Caramarca,moraine,-76.9287,-10.2934,unknown,,,,overtopping,,,,unknown,partial drainage,2020.0,,,,unknown,0.0,,,,unknown,0.0,
158,157.0,Southern Andes,Patagonia,Chile,RGI60-17.08524,0.489,unknown,moraine,-72.84,-46.53,unknown,,,1985-03-07 00:00:00,breach,,,,unknown,unknown,2018.0,,,,unknown,0.0,,,,unknown,0.0,
159,158.0,Southern Andes,Patagonia,Chile,RGI60-17.08529,0.728,unknown,moraine,-72.416253,-46.515376,unknown,,,1985-03-07 00:00:00,unknown,,,,unknown,unknown,2018.0,,,,unknown,0.0,,,,unknown,0.0,
160,159.0,Southern Andes,C Andes,Chile,RGI60-17.10150,3.33,unknown,moraine,-72.394581,-44.441195,unknown,,,1985-03-07 00:00:00,breach,,,,unknown,unknown,2018.0,,,,unknown,0.0,,,,unknown,0.0,
161,160.0,Southern Andes,C Andes,Argentina,RGI60-17.11765,7.799,unknown,moraine,-71.92,-42.42,unknown,,,1985-03-07 00:00:00,breach,,,,unknown,unknown,2018.0,,,,unknown,0.0,,,,unknown,0.0,
162,161.0,Southern Andes,Patagonia,Chile,RGI60-17.08672,1.479,unknown,moraine,-72.52,-46.43,unknown,,1985-03-07 00:00:00,2000-03-08 00:00:00,breach,,,,unknown,unknown,2018.0,,,,unknown,0.0,,,,unknown,0.0,
163,162.0,Southern Andes,Patagonia,Chile,RGI60-17.09197,0.988,unknown,moraine,-72.410492,-46.077957,unknown,,1985-03-07 00:00:00,2000-03-08 00:00:00,breach,,,,unknown,unknown,2018.0,,,,unknown,0.0,,,,unknown,0.0,
164,163.0,Southern Andes,C Andes,Chile,RGI60-17.10382,0.861,unknown,moraine,-72.110996,-43.95339,unknown,,1985-03-07 00:00:00,2000-02-21 00:00:00,breach,,,,unknown,unknown,2018.0,,,,unknown,0.0,,,,unknown,0.0,
165,164.0,Low Latitudes,C Andes,Chile,Gl. Del río Seco de los Tronquitos,3.14,unknown,subglacial,-69.73582,-28.54962,Manflas,1985-05-14 00:00:00,,,breach (?) violent failure of one of the subglacial lake walls,,,,unknown,The GLOF generated a debris flow whose volume was estimated at 5 Hm3,1987.0,,,,unknown,0.0,,,,unknown,0.0,1985
166,165.0,Southern Andes,Patagonia,Chile,Gl. San Rafael,721.95,unknown,supraglacial,-73.83,-46.7,unknown,1985-12-16 00:00:00,,,unknown,0.0032,,The floods stripped vegetation patches about 3.8km from the lake.,unknown,unknown,1985.0,,,,unknown,0.0,,,,unknown,0.0,1985
167,166.0,Southern Andes,Patagonia,Argentina,RGI60-17.05072,0.837,unknown,moraine,-73.01,-49.41,unknown,,,1986-01-14 00:00:00,breach,,,,unknown,unknown,2018.0,,,,unknown,0.0,,,,unknown,0.0,
168,167.0,Southern Andes,C Andes,Argentina,RGI60-17.13005,0.041,unknown,moraine,-70.45,-36.85,unknown,,,1986-03-26 00:00:00,breach,,,,unknown,unknown,2018.0,,,,unknown,0.0,,,,unknown,0.0,
169,168.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.00441,,unknown,bedrock,-72.22499213,-12.99892265,unknown,,1986-08-04 00:00:00,1986-10-07 00:00:00,overtopping,,,,unknown,"partial drainage; triggers: calving and ice / ice rock avalanches, ice dam failures",2021.0,,,,unknown,0.0,,,,unknown,0.0,
170,169.0,Southern Andes,Patagonia,Chile,RGI60-17.00122,1.36,unknown,moraine,-72.960377,-50.94645,unknown,1986-01-01 00:00:00,,1986-12-09 00:00:00,breach,,,,unknown,unknown,2018.0,137770.0,2285.0,1986-01-07,Landsat 5,2.0,121055.0,1850.0,1986-10-22,Landsat 5,2.0,1986
171,170.0,Southern Andes,Patagonia,Argentina,RGI60-17.00412,0.607,unknown,moraine,-73.089037,-49.813896,unknown,,1986-12-09 00:00:00,2001-03-12 00:00:00,breach,,,,unknown,unknown,2018.0,,,,unknown,0.0,,,,unknown,0.0,
172,171.0,Southern Andes,Patagonia,Chile,RGI60-17.07059,0.981,Estero Las Lenguas,moraine,-72.885532,-47.717038,unknown,,1987-01-01 00:00:00,1998-01-01 00:00:00,unknown,,,,unknown,"Original lake surface of 0.67 km2reduced to 0.44 km2 . The outburst produced a debris flow that stripped vegetation along a ~7.2 km path. Event occurred far from populated areas, no damage reported.",2011.0,,,,unknown,0.0,,,,unknown,0.0,
173,172.0,Southern Andes,Patagonia,Chile,RGI60-17.08291,2.428,Río Viviano,moraine,-72.3166666666667,-46.7333333333332,Río Viviano,,1987-01-01 00:00:00,1998-01-01 00:00:00,unknown,,,"The outburst produced a debris flow that stripped  vegetation along a ~2.3km path. Event occurred far from populated areas, no damage reported.",unknown,"Original lake surface of 0.02 km2reduced to 0.01 km2 . The outburst produced a debris flow that stripped vegetation along a ~2.3 km path. Event occurred far from populated areas, no damage reported.",2011.0,,,,unknown,0.0,,,,unknown,0.0,
174,173.0,Southern Andes,Patagonia,Chile,Steffen Glacier,428.505,Gl. Steffen NW Lake,ice,-73.8,-47.38,unknown,1990-01-01 00:00:00,1987-01-01 00:00:00,2000-01-01 00:00:00,unknown,,,,unknown,unknown,2015.0,,,,unknown,0.0,,,,unknown,0.0,1990
175,174.0,Southern Andes,Patagonia,Chile,RGI60-17.07528,4.328,unknown,moraine,-73.418756,-47.496908,unknown,,,1987-02-09 00:00:00,breach,,,,unknown,unknown,2018.0,,,,unknown,0.0,,,,unknown,0.0,
176,175.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02358,2.743,Unnamed (Q. Cancaracá grande),moraine,-77.5122219999999,-9.166111,unknown,1988-01-01 00:00:00,1987-05-01 00:00:00,2001-06-01 00:00:00,breach,,,,unknown,unknown,2017.0,23103.0,693.0,1988-05-17,Landsat 5,2.0,9421.0,413.0,1988-09-22,Landsat 5,1.0,1988
177,176.0,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,263.322,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,1988-01-01 00:00:00,,,tunneling and collapse,,,,unknown,unknown,1994.0,,,,unknown,0.0,,,,unknown,0.0,1988
178,177.0,Southern Andes,Patagonia,Chile,U-7,3.054,Cerro Largo,moraine,-73.2634999999999,-46.9615999999999,Soler,1989-03-16 00:00:00,,,unknown,140.0,20000.0,Three houses were destroyed and significant livestock losses occurred along Soler Valley.,x,unknown,2000.0,,,,unknown,0.0,,,,unknown,0.0,1989
179,178.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.00342,,unknown,combined,-72.87785325,-13.23561204,unknown,,1989-06-16 00:00:00,1989-07-18 00:00:00,overtopping,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
180,179.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02011,,unknown,moraine,-77.22141345,-9.84486952,unknown,,,1990-01-01 00:00:00,unknown,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
181,180.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02013,,unknown,moraine,-77.21517113,-9.8173936,unknown,,,1990-01-01 00:00:00,breach,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
182,181.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02058,,unknown,moraine,-75.06901377,-11.90230522,unknown,,1990-08-13 00:00:00,1991-02-05 00:00:00,breach,,,,unknown,"partial drainage; triggers: landslides, rockfalls and debris flows",2021.0,,,,unknown,0.0,,,,unknown,0.0,
183,182.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02358,2.743,Unnamed (Q. Cancaracá grande),moraine,-77.5122219999999,-9.166111,unknown,1991-01-01 00:00:00,1987-05-01 00:00:00,2001-06-01 00:00:00,breach,,,,unknown,unknown,2017.0,,,,unknown,0.0,,,,unknown,0.0,1991
184,183.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02353,,unknown,combined,-77.55050685,-9.21272178,unknown,,,,overtopping,,,,unknown,"partial drainage; triggers: calving and ice / ice rock avalanches, ice dam failures",2012.0,,,,unknown,0.0,,,,unknown,0.0,
185,184.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.01005,,unknown,combined,-70.68983867,-13.72976661,unknown,,1993-06-29 00:00:00,1994-05-15 00:00:00,unknown,,,,unknown,"partial drainage; triggers: calving and ice / ice rock avalanches, ice dam failures",2021.0,,,,unknown,0.0,,,,unknown,0.0,
186,185.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.00318,,unknown,combined,-72.93726855,-13.25436837,unknown,,1993-06-27 00:00:00,1993-08-07 00:00:00,overtopping,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
187,186.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02922,,unknown,bedrock,-76.32334956,-11.3532693,unknown,,1996-08-01 00:00:00,1997-06-01 00:00:00,overtopping,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
188,187.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02184,7.024,Pacliashcocha,moraine,-77.368333,-9.337778,unknown,1997-01-01 00:00:00,,,overtopping,,,,unknown,"partial drainage; triggers: landslides, rockfalls and debris flows",2013.0,192737.0,2119.0,1997-01-02,Landsat 5,2.0,177838.0,2172.0,1997-02-03,Landsat 5,2.0,1997
189,188.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02485,2.294,Unnamed (Q. Artizon),moraine,-77.614444,-8.932778,unknown,1997-05-20 00:00:00,,,breach,,,,unknown,"complete drainage; triggers: landslides, rockfalls and debris flows",2002.0,108337.0,1902.0,1997-05-10,Landsat 5,2.0,97632.0,1838.0,1997-05-26,Landsat 5,2.0,1997
190,189.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.00287,,unknown,bedrock,-72.53117114,-13.31796825,unknown,1998-02-27 00:00:00,,,overtopping,,,,unknown,"partial drainage; triggers: calving and ice / ice rock avalanches, ice dam failures",2021.0,,,,unknown,0.0,,,,unknown,0.0,1998
191,190.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.02602,,unknown,combined,-77.79205703,-8.6966788,unknown,,1998-09-02 00:00:00,1999-06-01 00:00:00,overtopping,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
192,191.0,Southern Andes,Patagonia,Chile,RGI60-17.04778,0.896,Última Esperanza,moraine,-73.0166666666666,-51.3833333333332,unknown,,1999-01-01 00:00:00,2006-01-01 00:00:00,unknown,,,,unknown,Original lake surface of 0.09 km2reduced to 0.08 km2 . The outburst stripped vegetation along a 10.6 km path.,2015.0,,,,unknown,0.0,,,,unknown,0.0,
193,192.0,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01919,4.944,Gangrajanca,moraine,-76.8767,-10.2665,unknown,1999-01-01 00:00:00,,,breach,,,,unknown,unknown,2020.0,,,,unknown,0.0,,,,unknown,0.0,1999
194,193.0,Southern Andes,Patagonia,Argentina,Viedma,975.276,Laguna Viedma,ice,-73.081398,-49.552835,La Leona ,1999-03-05 00:00:00,,,unknown,,,,unknown,Paso La Leona hotel flooded ,2002.0,8384008.0,18412.0,1998-04-21,Landsat 5,1.0,0.0,0.0,1999-03-07,Landsat 5,1.0,1999
195,194.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.01274,,unknown,moraine,-71.18298249,-13.70118489,unknown,1999-06-30 00:00:00,2005-05-29 00:00:00,,breach,,,,unknown,complete drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,1999
196,195.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.01975,,unknown,bedrock,-77.22788482,-9.92391315,unknown,,2000-01-01 00:00:00,2012-01-01 00:00:00,overtopping,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
197,196.0,Southern Andes,Patagonia,Chile,Calafate,5.381,Lago Calafate,moraine,-73.037388,-46.738581,Río Los Leones,2000-03-01 00:00:00,,,breach,,,No damage reported,unknown,unknown,2006.0,30229.0,733.0,2000-03-08,Landsat 7,2.0,0.0,0.0,,unknown,1.0,2000
198,197.0,Low Latitudes,Low-latitude Andes,Peru,﻿RGI60-16.00397,,unknown,moraine,-73.04725535,-13.22609856,unknown,,2000-09-18 00:00:00,2000-11-05 00:00:00,overtopping,,,,unknown,"partial drainage; triggers: calving and ice / ice rock avalanches, ice dam failures",2021.0,,,,unknown,0.0,,,,unknown,0.0,
199,198.0,Low Latitudes,Low-latitude Andes,Bolivia,﻿RGI60-16.00691,,unknown,moraine,-68.42900598,-15.9590662,unknown,,2000-11-25 00:00:00,2001-04-18 00:00:00,overtopping,,,,unknown,partial drainage,2021.0,,,,unknown,0.0,,,,unknown,0.0,
